2550	VANCOUVER	WA	98664
1952	FRIDLEY	MN	55432
2878	OKLAHOMA CITY	OK	73139
3604	GOODYEAR	AZ	85395
971	VIROQUA	WI	54665
2062	BENTON HARBOR	MI	49022
3619	CHATTANOOGA	TN	37415
1787	CARROLL	IA	51401
2584	TUCKER	GA	30084
1340	LITHONIA	GA	30038
1363	MADISON	GA	30650
3057	HELOTES	TX	78023
4286	MONTGOMERY	IL	60538
5379	CONNELLSVILLE	PA	15425
2838	HENDERSON	NV	89014
1440	TOOELE	UT	84074
1934	SOUTH HILL	VA	23970
4215	QUINLAN	TX	75474
1443	CINCINNATI	OH	45245
5352	BATAVIA	IL	60510
1116	DUNCAN	OK	73533
2428	NEWTON	KS	67114
151	MCALESTER	OK	74501
4145	GREER	SC	29650
5389	WACO	TX	76712
4255	ELYRIA	OH	44035
6588	SLIDELL	LA	70458
1741	MILFORD	DE	19963
512	EL PASO	TX	79935
5192	ANTELOPE	CA	95842
1437	GUYMON	OK	73942
1088	BILOXI	MS	39531
1316	STURGEON BAY	WI	54235
365	PEARL	MS	39208
5013	HIGH POINT	NC	27265
5640	ANAHEIM	CA	92805
6394	BROWN DEER	WI	53223
4453	GREENVILLE	TX	75401
3875	WAHPETON	ND	58075
344	EL CAMPO	TX	77437
3425	HOUSTON	TX	77075
356	AUBURN	AL	36832
1427	CIRCLEVILLE	OH	43113
43	JUNCTION CITY	KS	66441
1218	CASA GRANDE	AZ	85122
1829	MARION	SC	29574
149	JONESBORO	LA	71251
5330	PHOENIX	AZ	85017
5437	SAINT PAUL	MN	55104
258	TUPELO	MS	38804
5797	ALBANY	GA	31705
7146	KINGS MOUNTAIN	NC	28086
850	ALBUQUERQUE	NM	87110
1971	ROCHESTER	MN	55901
3017	SPRING HILL	TN	37174
1080	JOHNSON CITY	TN	37604
5186	GILBERT	AZ	85295
467	DENTON	TX	76205
5672	LUCAS	TX	75002
4648	MOBILE	AL	36608
5233	WEST VALLEY CITY	UT	84118
5499	MILFORD	OH	45150
3741	ATLANTA	GA	30331
3342	AMELIA	OH	45102
622	OKLAHOMA CITY	OK	73132
1052	FAYETTE	AL	35555
2825	OLD BRIDGE	NJ	8857
1995	CHUBBUCK	ID	83202
5460	PORTLAND	TX	78374
2891	ODESSA	TX	79763
5189	PHOENIX	AZ	85031
734	ENTERPRISE	AL	36330
510	GAINESVILLE	GA	30504
3887	AVON PARK	FL	33825
3504	HICKORY	NC	28601
24	JACKSONVILLE	AR	72076
1533	PEORIA	AZ	85345
1689	AURORA	CO	80015
2674	GREENVILLE	PA	16125
1495	HUBER HEIGHTS	OH	45424
5705	GARDEN CITY BEACH	SC	29576
1123	SENECA	SC	29678
120	HUMBOLDT	TN	38343
1038	WASECA	MN	56093
23	RUSTON	LA	71270
3877	GAINESVILLE	FL	32641
1036	FOREST CITY	NC	28043
66	CLARKSVILLE	AR	72830
1076	MACON	GA	31211
5420	KISSIMMEE	FL	34746
669	DALTON	GA	30721
362	WINFIELD	AL	35594
5831	LARGO	FL	33774
1190	BEREA	KY	40403
3287	LEWISVILLE	TX	75077
5173	DALTON	GA	30720
28	MIAMI	OK	74354
1248	MEMPHIS	TN	38125
3424	BIRMINGHAM	AL	35244
5612	HOUSTON	TX	77023
1111	HARTWELL	GA	30643
2534	DOTHAN	AL	36301
158	BONHAM	TX	75418
523	CARTHAGE	TX	75633
1202	WISCONSIN RAPIDS	WI	54494
2139	LYNN	MA	1905
3230	BRYANT	AR	72022
3722	KENT	OH	44240
5692	SPRINGFIELD	MO	65810
1939	BRUNSWICK	ME	4011
2828	MILWAUKEE	WI	53215
3359	FORT MILL	SC	29715
477	SODDY DAISY	TN	37379
5291	COLUMBIA	SC	29170
644	ANDERSON	SC	29624
1900	BURLEY	ID	83318
1237	ERWIN	NC	28339
3349	PORT CHARLOTTE	FL	33983
5470	HUNTINGDON	PA	16652
316	ATTALLA	AL	35954
5610	SAN RAMON	CA	94583
3512	ALBUQUERQUE	NM	87111
5278	CHICOPEE	MA	1020
330	VICTORIA	TX	77904
5108	EL PASO	TX	79936
1393	OSKALOOSA	IA	52577
2059	GREENSBURG	PA	15601
2904	BROCKTON	MA	2301
956	MELBOURNE	FL	32937
5227	BURKE	VA	22015
3739	NAMPA	ID	83687
3799	MESA	AZ	85210
1276	SHEBOYGAN	WI	53081
2894	OAKLAND	MD	21550
1652	DUBLIN	VA	24084
5364	STILLWATER	OK	74075
714	HELENA-WEST HELENA	AR	72390
1564	NEW BOSTON	OH	45662
852	OTTAWA	IL	61350
2705	FRANKLIN	VA	23851
5040	CARNEGIE	PA	15106
2744	FORT SMITH	AR	72903
1139	MOREHEAD	KY	40351
1646	MESA	AZ	85206
2201	EL PASO	TX	79925
931	VERO BEACH	FL	32966
452	MCALLEN	TX	78504
5298	GASTONIA	NC	28052
359	FAYETTEVILLE	AR	72703
2471	DUBLIN	OH	43016
1935	JOHNSTOWN	PA	15904
4407	MONTGOMERY	AL	36117
3620	RIVERTON	UT	84065
5178	ROCKAWAY	NJ	7866
2722	FAIRBANKS	AK	99701
5866	FRISCO	TX	75034
3201	MCDONOUGH	GA	30253
3600	FAYETTEVILLE	NC	28304
1020	ALBERT LEA	MN	56007
1542	GAYLORD	MI	49735
2811	ATHENS	GA	30605
4734	ARVADA	CO	80002
5847	POWHATAN	VA	23139
775	GALESBURG	IL	61401
62	BLYTHEVILLE	AR	72315
2367	PINE CITY	MN	55063
4412	LAUREL	MT	59044
102	STUTTGART	AR	72160
2289	BENNINGTON	VT	5201
2639	GILFORD	NH	3249
1098	PORT LAVACA	TX	77979
401	PLAQUEMINE	LA	70764
1439	WASHINGTON	UT	84780
1231	THORNTON	CO	80229
2247	CARY	NC	27518
5182	MURFREESBORO	TN	37128
2924	ALBUQUERQUE	NM	87120
5663	JURUPA VALLEY	CA	92509
6173	ROBERTSDALE	AL	36567
4589	CLARKSVILLE	TN	37042
1187	IOLA	KS	66749
943	CASSELBERRY	FL	32707
160	ASH FLAT	AR	72513
3233	BEMIDJI	MN	56601
1788	SCARBOROUGH	ME	4074
3631	CROWLEY	TX	76036
4355	TAYLOR	AZ	85939
2864	SAN ANTONIO	TX	78254
3250	BAINBRIDGE	OH	44202
4182	PLANO	TX	75093
4114	LONGVIEW	TX	75604
1790	MONROE	MI	48162
233	ANNA	IL	62906
2645	BLACKSTONE	VA	23824
2739	BAY MINETTE	AL	36507
3204	CEDAR HILL	TX	75104
1896	COLORADO SPRINGS	CO	80920
767	LAKE CITY	FL	32055
5339	PITTSBURGH	PA	15238
2144	TORRINGTON	CT	6790
2051	KINGMAN	AZ	86409
1418	O FALLON	IL	62269
3571	MIDDLETOWN	OH	45044
2264	SCHENECTADY	NY	12303
637	LEXINGTON	NE	68850
1488	DOUGLASVILLE	GA	30134
3884	TUCSON	AZ	85716
1506	MANCHESTER	IA	52057
5752	GARFIELD	NJ	7026
1307	BRADLEY	IL	60914
652	GARDEN CITY	KS	67846
5205	LAYTON	UT	84040
2116	QUEENSBURY	NY	12804
2418	PLACERVILLE	CA	95667
2680	SOUTH BEND	IN	46628
207	CLEVELAND	OK	74020
390	WAVERLY	TN	37185
2636	HUNTINGTON BEACH	CA	92646
2952	MURRIETA	CA	92562
5073	COVINGTON	WA	98042
6323	GULFPORT	MS	39503
1152	SIOUX CENTER	IA	51250
3804	RANDALLSTOWN	MD	21133
2842	CORONA	CA	92881
973	FORT PIERCE	FL	34947
427	GREENVILLE	TX	75402
834	BETHANY	MO	64424
342	HIAWATHA	KS	66434
658	ROME	GA	30165
2727	FLORIDA CITY	FL	33034
417	SULPHUR SPRINGS	TX	75482
4639	ELIZABETH	CO	80107
6967	LAKE WORTH	FL	33449
5327	BATON ROUGE	LA	70816
720	FRANKFORT	KY	40601
2658	WEST BEND	WI	53095
5786	JASPER	GA	30143
2769	SAN ANTONIO	TX	78218
2915	EAST SETAUKET	NY	11733
484	LAWRENCE	KS	66046
1019	CANON CITY	CO	81212
2835	SAN ANTONIO	TX	78250
2030	SONORA	CA	95370
1524	CHESTER	VA	23831
6732	VALDOSTA	GA	31605
5143	CHATTANOOGA	TN	37421
5433	HOT SPRINGS VILLAGE	AR	71909
1033	SEYMOUR	IN	47274
5325	MARGATE	FL	33063
3518	LAREDO	TX	78043
3486	ATHENS	OH	45701
77	TAYLOR	TX	76574
211	HILLSBORO	TX	76645
1023	GALAX	VA	24333
3381	SWEETWATER	TX	79556
4226	DUNLAP	TN	37327
5738	SPRINGDALE	AR	72764
5065	KALAMAZOO	MI	49009
1599	OVERLAND PARK	KS	66210
3605	LYNCHBURG	VA	24502
5931	DALLAS	TX	75243
5988	ORLANDO	FL	32807
5426	FREMONT	CA	94538
254	OLNEY	IL	62450
2103	WALPOLE	MA	2081
2502	LATROBE	PA	15650
5136	MARYSVILLE	CA	95901
6176	GREENSBORO	NC	27410
5059	HOPKINSVILLE	KY	42240
414	WICHITA FALLS	TX	76302
3775	ATLANTA	GA	30318
459	COVINGTON	GA	30014
5485	EVERGREEN PARK	IL	60805
4141	LARGO	FL	33771
1428	MOUNT PLEASANT	MI	48858
1346	OCEAN SPRINGS	MS	39564
13	CARTHAGE	MO	64836
1329	LOGANSPORT	IN	46947
5141	OMAHA	NE	68116
163	NACOGDOCHES	TX	75965
5224	SAN ANTONIO	TX	78249
1039	MOUNT AIRY	NC	27030
2590	HILLSBORO	OR	97006
4427	TALLAHASSEE	FL	32303
5818	JACKSONVILLE	FL	32257
1215	CALHOUN	GA	30701
1578	ROSWELL	GA	30076
541	COVINGTON	LA	70433
2608	MILES CITY	MT	59301
745	STOCKBRIDGE	GA	30281
2039	MERCED	CA	95348
5863	MIDWEST CITY	OK	73110
3637	YUKON	OK	73099
1825	MANASSAS	VA	20109
286	ENNIS	TX	75119
819	CAPE CORAL	FL	33990
1554	STOCKTON	CA	95212
2873	TROY	MI	48084
4682	GORDONSVILLE	VA	22942
3417	NAPLES	FL	34114
1464	CHARLOTTE	NC	28273
4577	RUSTON	LA	71270
5960	SOCORRO	TX	79927
5372	EVANSVILLE	IN	47714
1053	LA GRANGE	KY	40031
748	NEWTON	IA	50208
2621	SIMI VALLEY	CA	93065
3835	COLLEGEDALE	TN	37363
4528	DALTON	GA	30720
218	SELMER	TN	38375
1227	AUGUSTA	GA	30907
2574	CARLISLE	PA	17013
1183	WEST COLUMBIA	SC	29169
3043	FORT WORTH	TX	76244
1817	HERMISTON	OR	97838
273	FULTON	MS	38843
1015	EL PASO	TX	79912
2576	CROSS LANES	WV	25313
3570	EVANS	GA	30809
5168	RICHFIELD	UT	84701
5101	PAHRUMP	NV	89048
1361	SIOUX CITY	IA	51106
2125	LAKEWOOD	CO	80214
1694	MARION	NC	28752
5096	PALM DESERT	CA	92211
5450	NORTH EAST	MD	21901
508	KERRVILLE	TX	78028
941	VALRICO	FL	33596
205	PHILADELPHIA	MS	39350
2404	SAN ANTONIO	TX	78216
5617	CHICAGO	IL	60639
762	BIRMINGHAM	AL	35206
83	MAGNOLIA	AR	71753
3402	STOCKBRIDGE	GA	30281
797	WEST BURLINGTON	IA	52655
4494	CALDWELL	ID	83605
1421	WASHINGTON	IL	61571
2586	CHEEKTOWAGA	NY	14225
1911	AKRON	OH	44312
2869	LANSING	MI	48917
3708	SUISUN CITY	CA	94585
4558	COVINGTON	GA	30016
3590	SIOUX CITY	IA	51108
5297	SAINT MATTHEWS	KY	40207
4206	AUGUSTA	GA	30907
5643	OXNARD	CA	93036
3746	SHREVEPORT	LA	71106
419	PRATT	KS	67124
2996	DALLAS	TX	75287
4239	RENO	NV	89506
5462	VANCOUVER	WA	98683
1117	PLANO	TX	75023
3392	BEDFORD	TX	76021
4108	SPRINGDALE	AR	72762
992	TULSA	OK	74137
2805	EMPORIA	VA	23847
2907	MIAMI GARDENS	FL	33055
386	JENNINGS	LA	70546
1018	EASTMAN	GA	31023
3632	SANDUSKY	MI	48471
4366	EL PASO	TX	79912
6998	EAST POINT	GA	30344
5392	BAXLEY	GA	31513
2104	NEWBURGH	NY	12550
3764	LINDALE	TX	75771
1892	HODGKINS	IL	60525
171	CAMDEN	AR	71701
4425	ORLANDO	FL	32818
1042	BASTROP	TX	78602
789	MESQUITE	TX	75149
2348	CHARLESTON	SC	29412
1350	LYNCHBURG	VA	24502
3370	PALMETTO	FL	34221
4309	ORANGEVALE	CA	95662
2340	EPHRATA	PA	17522
5980	GRANITE BAY	CA	95746
1107	OAKDALE	LA	71463
5874	TORRANCE	CA	90503
2918	ALLEN	TX	75013
962	TRINIDAD	CO	81082
546	RICHMOND	TX	77469
1664	WILSON	NC	27893
3538	MELBOURNE	FL	32940
5683	ELK GROVE	CA	95758
937	MARIETTA	GA	30066
1483	YANKTON	SD	57078
4435	NASHVILLE	TN	37207
1071	WOOD RIVER	IL	62095
1022	TYLER	TX	75704
5043	MEMPHIS	TN	38125
1260	LUCEDALE	MS	39452
1287	BURLINGTON	NC	27215
80	COLUMBIA	MO	65203
3740	AURORA	CO	80015
5056	PRAIRIEVILLE	LA	70769
109	CAMERON	MO	64429
1676	TELL CITY	IN	47586
3224	GARLAND	TX	75043
5994	WEST LINN	OR	97068
4601	LAS CRUCES	NM	88011
1967	SPRINGFIELD	MA	1119
2870	MYRTLE BEACH	SC	29577
1574	BAKERSFIELD	CA	93307
2650	PHILADELPHIA	PA	19154
2648	SAN LEANDRO	CA	94577
1998	SKOKIE	IL	60076
3268	ANTIGO	WI	54409
1486	FARMVILLE	VA	23901
4223	MARYVILLE	TN	37801
5146	SAN ANTONIO	TX	78250
1182	PALM COAST	FL	32164
6587	EL PASO	TX	79934
1949	FREDONIA	NY	14063
2241	SUNNYSIDE	WA	98944
881	LEXINGTON	SC	29072
5295	FARMINGDALE	NY	11735
2843	SUMMERFIELD	FL	34491
1314	BUFORD	GA	30519
605	SAVANNAH	GA	31406
5743	GARNER	NC	27529
361	COLLINSVILLE	IL	62234
3872	RAPID CITY	SD	57701
3809	UPPER SANDUSKY	OH	43351
1353	HARAHAN	LA	70123
1585	NORTH PLATTE	NE	69101
578	SEVIERVILLE	TN	37862
1412	LARAMIE	WY	82070
5365	MELBOURNE	FL	32935
423	ALABASTER	AL	35007
5299	CLERMONT	FL	34714
5403	URBANA	IL	61802
346	AUGUSTA	KS	67010
3546	NEW MILFORD	CT	6776
4159	KISSIMMEE	FL	34743
221	YUKON	OK	73099
1541	WEST PALM BEACH	FL	33411
887	PETAL	MS	39465
3247	DELAVAN	WI	53115
1358	WALTERBORO	SC	29488
5876	DUNEDIN	FL	34698
731	DEMOPOLIS	AL	36732
2250	CINCINNATI	OH	45227
4209	NEBRASKA CITY	NE	68410
5608	VACAVILLE	CA	95687
3014	DALLAS	TX	75232
1352	WALLACE	NC	28466
1	ROGERS	AR	72756
248	MEXIA	TX	76667
1904	LEESBURG	VA	20175
3621	CHAMBLEE	GA	30341
4457	BENNETTSVILLE	SC	29512
2261	NORTH KINGSTOWN	RI	2852
4337	SAN LUIS	AZ	85349
5938	SAN DIEGO	CA	92154
2360	DUNWOODY	GA	30338
5638	SAN DIEGO	CA	92102
884	SHELBYVILLE	IN	46176
1405	BAY CITY	TX	77414
1480	WINCHESTER	IN	47394
54	SPRINGDALE	AR	72764
861	LUBBOCK	TX	79423
384	LUMBERTON	TX	77657
2458	SALINAS	CA	93906
5812	BLUE RIDGE	GA	30513
870	JASPER	IN	47546
1366	MERRILL	WI	54452
4403	QUEENSBURY	NY	12804
1431	KEOKUK	IA	52632
4387	WORCESTER	MA	1607
1681	MOUNT PROSPECT	IL	60056
1217	FRANKLIN	NC	28734
3450	KILLEEN	TX	76549
1654	BAXTER	MN	56425
5732	JOHNSON CITY	NY	13790
1041	WESLACO	TX	78599
2592	NORTH LAS VEGAS	NV	89032
5102	GRETNA	LA	70053
4653	CHEYENNE	WY	82007
3371	CHARLOTTE	NC	28208
1643	FOND DU LAC	WI	54937
1151	KANSAS CITY	KS	66109
2120	NORWICH	NY	13815
5338	SAN DIEGO	CA	92111
526	LOUISVILLE	KY	40241
2911	CENTRAL SQUARE	NY	13036
3506	CYPRESS	TX	77429
5782	LAS CRUCES	NM	88001
3760	NEW ULM	MN	56073
8	MORRILTON	AR	72110
1724	MILLERSBURG	OH	44654
2444	ONEIDA	NY	13421
2603	GIBSONIA	PA	15044
2330	ROCHESTER	NH	3867
2233	FREDERICK	MD	21704
5152	WEST HILLS	CA	91307
2488	DECATUR	AL	35601
4142	ORLANDO	FL	32822
2833	GRAFTON	WV	26354
4140	MIAMI	FL	33144
4747	NORTHGLENN	CO	80233
829	SANTA FE	NM	87507
2318	INDIANA	PA	15701
2820	WORTHINGTON	MN	56187
1429	FREMONT	OH	43420
556	WAYCROSS	GA	31503
1588	VICTORVILLE	CA	92392
2626	LIVE OAK	FL	32060
868	CARLSBAD	NM	88220
2036	SOUTH CHARLESTON	WV	25309
1560	LAS VEGAS	NV	89119
1413	CRYSTAL LAKE	IL	60014
2495	WESTMINSTER	CA	92683
3222	CENTRAL	SC	29630
3297	HOUSTON	TX	77065
4325	YUMA	AZ	85365
2388	PORTLAND	IN	47371
3083	COLORADO SPRINGS	CO	80915
5735	GROVETOWN	GA	30813
2755	FLOWOOD	MS	39232
929	PORT ST LUCIE	FL	34952
2252	EASTON	PA	18045
2796	OLDSMAR	FL	34677
5037	YULEE	FL	32097
122	JACKSON	MO	63755
1301	ROANOKE	VA	24014
3423	SANTA FE	NM	87507
5408	INDIANAPOLIS	IN	46227
1356	MARTINSVILLE	IN	46151
1697	ELK GROVE	CA	95758
3509	HOUSTON	TX	77072
1025	MCCOMB	MS	39648
1163	NEW ORLEANS	LA	70114
2945	PARKESBURG	PA	19365
2285	HERKIMER	NY	13350
2981	KELLER	TX	76248
4627	DENTON	TX	76201
85	BENTON	AR	72015
5795	OXFORD	PA	19363
5294	MILFORD	CT	6460
3220	ST GEORGE	UT	84790
1540	SOUTH HAVEN	MI	49090
1555	EL CENTRO	CA	92243
2010	NILES	MI	49120
2037	ABERDEEN	WA	98520
5218	ST PETERSBURG	FL	33711
4333	FAIRHOPE	AL	36532
325	RICHMOND	MO	64085
4285	CLEVELAND	OH	44109
7339	GROVETOWN	GA	30813
3332	FULTON	NY	13069
2939	RICHLAND	MS	39218
910	LAKE GENEVA	WI	53147
1754	HOWELL	MI	48843
3106	SAN ANTONIO	TX	78211
709	ELIZABETHTOWN	KY	42701
5292	RALEIGH	NC	27610
3502	HAMILTON	OH	45011
4128	RUSSELLVILLE	AR	72801
2541	ALLIANCE	OH	44601
5886	ENCINITAS	CA	92024
5045	TOMBALL	TX	77375
281	HEBER SPGS	AR	72543
1531	CARPENTERSVILLE	IL	60110
1489	VERNON HILLS	IL	60061
145	BOWLING GREEN	MO	63334
2431	SEARCY	AR	72143
5790	HOT SPRINGS	AR	71901
5342	YUMA	AZ	85364
2572	WAVERLY	OH	45690
1479	VALPARAISO	IN	46383
5991	WICHITA	KS	67207
765	SAN ANTONIO	TX	78247
3366	CENTERVILLE	UT	84014
486	BONNER SPRINGS	KS	66012
1530	CLEVELAND	MS	38732
1820	KITTANNING	PA	16201
1369	PAYSON	AZ	85541
2113	PHOENIX	AZ	85015
579	ST AUGUSTINE	FL	32086
1889	ISLAND CITY	OR	97850
1601	CARMEL	IN	46033
3386	SPRINGVILLE	AL	35146
6264	WINSTON SALEM	NC	27103
1458	FORT OGLETHORPE	GA	30742
387	CHANDLER	OK	74834
933	ROCHELLE	IL	61068
2190	WOODLAND	CA	95776
3522	BALDWIN PARK	CA	91706
1763	BLUEFIELD	VA	24605
588	ALBANY	GA	31707
4509	BENBROOK	TX	76126
5703	MADISON	AL	35758
4568	BLAIR	NE	68008
3772	JONESVILLE	VA	24263
3622	ROANOKE	VA	24019
549	HOBBS	NM	88240
846	LA GRANGE	TX	78945
2856	OAK GROVE	MO	64075
911	MARRERO	LA	70072
1809	JONESVILLE	MI	49250
565	CORSICANA	TX	75110
17	NEOSHO	MO	64850
1909	NIAGARA FALLS	NY	14304
4417	CAMBY	IN	46113
1756	FONTANA	CA	92335
2222	TEWKSBURY	MA	1876
647	GRINNELL	IA	50112
2000	KITTY HAWK	NC	27949
2262	ONEONTA	NY	13820
581	MARSHALLTOWN	IA	50158
4431	MOORESVILLE	NC	28115
5760	TAMPA	FL	33606
4395	POST FALLS	ID	83854
2728	DECATUR	IL	62521
2758	PLYMOUTH	NH	3264
7233	BATON ROUGE	LA	70818
803	BOGALUSA	LA	70427
